Year,Gender,Course Name,Domicile,Decision
2018,Male,MSc Financial Risk Management,China,Unconditional Offer
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computational Finance,England,Rejection
2018,Female,MSc Computer Science,England,Rejection
2018,Male,MSc Machine Learning,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,India,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Computational Finance,China,Conditional Offer
2018,Male,MSc Financial Risk Management,India,Conditional Offer
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Conditional Offer
2018,Male,MSc Computational Statistics and Machine Learning,England,Conditional Offer
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computational Finance,Thailand,Rejection
2018,Male,MSc Robotics and Computation,England,Rejection
2018,Male,MSc Machine Learning,"Korea, Republic of",Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Computational Finance,India,Conditional Offer
2018,Male,MSc Financial Risk Management,Turkey,Unconditional Offer
2018,Female,"MSc Computer Graphics, Vision and Imaging",England,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Conditional Offer
2018,Female,MSc Computational Finance,China,None
2018,Female,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Financial Risk Management,Cyprus (European Union),Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Portugal,Rejection
2018,Male,MSc Financial Risk Management,Greece,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Female,"MSc Disability, Design and Innovation",China,Rejection
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Computational Finance,United Arab Emirates,Rejection
2018,Male,MSc Financial Risk Management,Iraq,Rejection
2018,Female,MSc Computer Science,China,Conditional Offer
2018,Male,MSc Robotics and Computation,China,Conditional Offer
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Software Systems Engineering,Poland,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2018,Female,MSc Financial Risk Management,England,None
2018,Male,MSc Information Security,China,Rejection
2018,Male,MSc Computer Science,Japan,Conditional Offer
2018,Female,"MSc Computer Graphics, Vision and Imaging",Hong Kong,Rejection
2018,Male,MSc Robotics and Computation,China,Conditional Offer
2018,Female,"MSc Computer Graphics, Vision and Imaging",Ireland,Rejection
2018,Male,MSc Financial Risk Management,South Africa,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Computer Science,China,Unconditional Offer
2018,Female,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computer Science,Hungary,Conditional Offer
2018,Male,"MSc Computer Graphics, Vision and Imaging","Korea, Republic of",Rejection
2018,Male,MSc Financial Systems Engineering,England,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Financial Risk Management,Malaysia,Rejection
2018,Male,MSc Software Systems Engineering,India,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Computational Finance,Turkey,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Russian Federation,Conditional Offer
2018,Male,MSc Computer Science,England,Rejection
2018,Male,MSc Computer Science,Nigeria,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Software Systems Engineering,India,Rejection
2018,Male,MSc Web Science and Big Data Analytics,England,Conditional Offer
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Machine Learning,United States of America,Rejection
2018,Male,MSc Machine Learning,Canada,Conditional Offer
2018,Female,MSc Machine Learning,China,Conditional Offer
2018,Male,MSc Computer Science,United Arab Emirates,Rejection
2018,Female,MSc Machine Learning,England,Rejection
2018,Female,MSc Computer Science,Taiwan,None
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,England,Rejection
2018,Male,MSc Financial Risk Management,England,None
2018,Male,MSc Computer Science,Romania,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,England,None
2018,Female,MSc Machine Learning,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",Singapore,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",China,Conditional Offer
2018,Male,"MSc Computer Graphics, Vision and Imaging",Singapore,Rejection
2018,Male,MSc Machine Learning,England,Unconditional Offer
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Software Systems Engineering,England,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,India,Conditional Offer
2018,Female,MSc Computational Statistics and Machine Learning,France,Conditional Offer
2018,Female,MSc Information Security,China,Rejection
2018,Female,MSc Computer Science,England,Conditional Offer
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Canada,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Information Security,England,Rejection
2018,Male,MSc Machine Learning,China,Conditional Offer
2018,Female,MSc Robotics and Computation,England,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Female,MSc Information Security,Slovakia,Conditional Offer
2018,Male,MSc Machine Learning,Hong Kong,Conditional Offer
2018,Female,MSc Computational Finance,Bangladesh,None
2018,Female,MSc Computational Finance,Singapore,None
2018,Male,MSc Machine Learning,China,Unconditional Offer
2018,Male,MSc Machine Learning,Canada,Rejection
2018,Female,MSc Computer Science,Germany,Rejection
2018,Female,MSc Software Systems Engineering,Romania,Unconditional Offer
2018,Male,MSc Computational Finance,China,Conditional Offer
2018,Male,MSc Machine Learning,England,Conditional Offer
2018,Male,MSc Machine Learning,Mexico,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Information Security,India,Rejection
2018,Male,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Software Systems Engineering,Egypt,Rejection
2018,Female,MSc Financial Risk Management,China,Conditional Offer
2018,Female,MSc Computational Finance,China,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,England,Rejection
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,England,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Information Security,China,Rejection
2018,Male,MSc Software Systems Engineering,Australia,Conditional Offer
2018,Male,MSc Computer Science,England,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,China,None
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,India,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Female,MSc Computational Finance,China,Conditional Offer
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Computational Finance,India,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Nigeria,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,"Korea, Republic of",Rejection
2018,Male,MSc Financial Risk Management,Greece,Rejection
2018,Male,MSc Software Systems Engineering,India,Rejection
2018,Male,MSc Financial Risk Management,India,Rejection
2018,Female,MSc Computational Finance,China,Rejection
2018,Male,MSc Financial Risk Management,China,Conditional Offer
2018,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Information Security,China,Rejection
2018,Male,MSc Computer Science,England,None
2018,Female,MSc Machine Learning,England,Rejection
2018,Female,MSc Web Science and Big Data Analytics,China,Conditional Offer
2018,Female,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Computational Finance,Greece,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Female,MSc Computational Finance,Mexico,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Software Systems Engineering,Hong Kong,Rejection
2018,Male,MSc Robotics and Computation,China,Conditional Offer
2018,Female,MSc Computer Science,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Female,MSc Computer Science,Canada,Rejection
2018,Male,MSc Robotics and Computation,Australia,Rejection
2018,Female,MSc Machine Learning,England,Rejection
2018,Male,MSc Financial Risk Management,Turkey,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computational Finance,Japan,Rejection
2018,Male,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Robotics and Computation,England,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Machine Learning,Canada,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Machine Learning,United States of America,Rejection
2018,Male,MSc Computer Science,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,Poland,Rejection
2018,Male,MSc Robotics and Computation,England,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",India,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Information Security,France,Rejection
2018,Female,MSc Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,India,Rejection
2018,Female,MSc Computational Finance,China,Rejection
2018,Female,MSc Computational Finance,China,Rejection
2018,Male,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Machine Learning,England,Rejection
2018,Male,MSc Computational Finance,Greece,Conditional Offer
2018,Female,MSc Machine Learning,India,Rejection
2018,Male,MSc Machine Learning,Singapore,Rejection
2018,Female,MSc Computer Science,China,Conditional Offer
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Robotics and Computation,England,Rejection
2018,Female,MSc Information Security,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Software Systems Engineering,India,Rejection
2018,Female,MSc Machine Learning,China,Conditional Offer
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,France,Conditional Offer
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Information Security,China,Conditional Offer
2018,Female,MSc Information Security,China,None
2018,Male,MSc Software Systems Engineering,England,Rejection
2018,Female,MSc Computational Finance,China,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Financial Risk Management,China,Conditional Offer
2018,Female,MSc Computer Science,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,None
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",France,Rejection
2018,Male,MSc Robotics and Computation,England,Rejection
2018,Male,MSc Machine Learning,Spain,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,Indonesia,Rejection
2018,Male,"MSc Disability, Design and Innovation",India,Conditional Offer
2018,Male,"MSc Disability, Design and Innovation",England,Rejection
2018,Female,MSc Financial Risk Management,United States of America,Rejection
2018,Male,MSc Computer Science,England,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Machine Learning,Romania,Conditional Offer
2018,Female,MSc Computational Finance,Austria,Rejection
2018,Male,MSc Robotics and Computation,Cyprus (European Union),Conditional Offer
2018,Female,MSc Financial Risk Management,England,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Software Systems Engineering,England,Unconditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Female,MSc Computational Finance,Canada,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,Cyprus (European Union),Rejection
2018,Male,MSc Information Security,China,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,Russian Federation,Rejection
2018,Female,MSc Machine Learning,Cyprus (European Union),Conditional Offer
2018,Female,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computer Science,Poland,Rejection
2018,Female,MSc Machine Learning,China,Conditional Offer
2018,Male,MSc Computer Science,France,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Thailand,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Chile,Conditional Offer
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Financial Risk Management,China,None
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Financial Risk Management,France,Rejection
2018,Female,MSc Robotics and Computation,Argentina,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2018,Female,MSc Software Systems Engineering,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,England,Rejection
2018,Male,MSc Robotics and Computation,England,Rejection
2018,Female,MSc Computer Science,Japan,Rejection
2018,Female,MSc Financial Risk Management,Cyprus (European Union),Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",France,Conditional Offer
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Computational Finance,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2018,Male,MSc Software Systems Engineering,Hong Kong,Rejection
2018,Male,MSc Software Systems Engineering,China,Unconditional Offer
2018,Male,MSc Information Security,China,Conditional Offer
2018,Female,MSc Financial Risk Management,China,Unconditional Offer
2018,Male,MSc Robotics and Computation,Turkmenistan,Unconditional Offer
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Computational Finance,China,Rejection
2018,Female,MSc Web Science and Big Data Analytics,Hong Kong,None
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,Scotland,Conditional Offer
2018,Male,MSc Computer Science,England,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Japan,Rejection
2018,Female,MSc Machine Learning,England,Conditional Offer
2018,Male,MSc Computational Finance,China,Conditional Offer
2018,Male,MSc Computational Statistics and Machine Learning,Hong Kong,Rejection
2018,Male,MSc Computational Finance,China,Unconditional Offer
2018,Male,MSc Computer Science,India,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,MSc Computational Finance,Singapore,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Software Systems Engineering,Ireland,Conditional Offer
2018,Male,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Financial Risk Management,China,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Robotics and Computation,Hong Kong,Unconditional Offer
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,Italy,Conditional Offer
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,England,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",Hong Kong,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Computer Science,China,Unconditional Offer
2018,Male,MSc Computational Finance,Morocco,Conditional Offer
2018,Male,"MSc Computer Graphics, Vision and Imaging",England,Unconditional Offer
2018,Female,MSc Computational Finance,China,Rejection
2018,Female,MSc Computational Finance,China,Conditional Offer
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,China,Unconditional Offer
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,MSc Computer Science,England,None
2018,Female,MSc Machine Learning,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Taiwan,Rejection
2018,Male,MSc Computer Science,France,Rejection
2018,Female,MSc Machine Learning,China,Rejection
2018,Male,MSc Computer Science,China,Unconditional Offer
2018,Female,MSc Computer Science,England,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Information Security,China,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,England,Rejection
2018,Male,MSc Computer Science,China,Conditional Offer
2018,Male,MSc Software Systems Engineering,Spain,Rejection
2018,Female,MSc Financial Risk Management,England,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",England,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",Taiwan,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,England,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Female,"MSc Disability, Design and Innovation",China,Rejection
2018,Male,MSc Machine Learning,Greece,Rejection
2018,Female,MSc Financial Systems Engineering,England,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",Greece,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computational Finance,Saudi Arabia,Conditional Offer
2018,Female,MSc Financial Risk Management,England,Rejection
2018,Female,MSc Machine Learning,India,Rejection
2018,Male,"MSc Disability, Design and Innovation",China,Conditional Offer
2018,Male,MSc Computer Science,Hong Kong,Rejection
2018,Male,MSc Machine Learning,England,Conditional Offer
2018,Female,MSc Computational Statistics and Machine Learning,Singapore,Rejection
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Financial Risk Management,China,Conditional Offer
2018,Male,MSc Computer Science,China,None
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Female,MSc Computational Finance,Cyprus (European Union),None
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Financial Risk Management,Australia,Unconditional Offer
2018,Male,MSc Machine Learning,China,Conditional Offer
2018,Male,MSc Machine Learning,England,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Machine Learning,China,Conditional Offer
2018,Male,MSc Computer Science,China,Unconditional Offer
2018,Male,MSc Financial Risk Management,India,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",Luxembourg,Conditional Offer
2018,Female,MSc Financial Risk Management,Greece,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computational Finance,China,Conditional Offer
2018,Male,MSc Machine Learning,China,Rejection
2018,Female,MSc Financial Risk Management,Romania,Rejection
2018,Male,MSc Computer Science,England,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Computational Finance,England,None
2018,Male,MSc Computational Finance,China,Rejection
2018,Female,MSc Software Systems Engineering,China,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,Germany,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,Italy,Rejection
2018,Male,MSc Computer Science,China,Conditional Offer
2018,Male,MSc Computational Finance,England,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computational Finance,China,Conditional Offer
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computational Finance,India,Rejection
2018,Female,MSc Financial Risk Management,China,Conditional Offer
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computer Science,Portugal,Rejection
2018,Male,MSc Computer Science,Italy,None
2018,Male,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2018,Male,MSc Financial Risk Management,Chile,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,Thailand,Conditional Offer
2018,Female,MSc Computer Science,England,Rejection
2018,Female,MSc Robotics and Computation,India,Unconditional Offer
2018,Male,MSc Machine Learning,United Kingdom,Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,England,Conditional Offer
2018,Male,MSc Financial Risk Management,United States of America,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Financial Risk Management,Cyprus (European Union),Rejection
2018,Male,MSc Computational Statistics and Machine Learning,France,Rejection
2018,Female,MSc Robotics and Computation,China,Rejection
2018,Female,MSc Financial Risk Management,Singapore,Conditional Offer
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computational Finance,France,Conditional Offer
2018,Male,MSc Financial Risk Management,India,Conditional Offer
2018,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Computer Science,England,Rejection
2018,Male,MSc Computational Finance,China,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Machine Learning,China,Conditional Offer
2018,Female,MSc Software Systems Engineering,China,Rejection
2018,Female,MSc Computational Finance,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2018,Male,MSc Robotics and Computation,England,Unconditional Offer
2018,Male,MSc Computational Finance,China,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computer Science,Singapore,Rejection
2018,Female,MSc Financial Risk Management,China,None
2018,Male,MSc Information Security,China,Rejection
2018,Female,MSc Machine Learning,China,Conditional Offer
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Information Security,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computational Finance,Sweden,Rejection
2018,Male,MSc Computer Science,India,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Female,MSc Computational Finance,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Female,MSc Machine Learning,England,Rejection
2018,Male,"MSc Disability, Design and Innovation",England,Rejection
2018,Female,MSc Computer Science,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Spain,Rejection
2018,Male,MSc Robotics and Computation,Ireland,Rejection
2018,Male,MSc Information Security,China,Conditional Offer
2018,Male,MSc Software Systems Engineering,China,None
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Female,MSc Computer Science,China,Rejection
2018,Male,MSc Financial Risk Management,China,Unconditional Offer
2018,Male,MSc Software Systems Engineering,Italy,Rejection
2018,Male,MSc Financial Risk Management,England,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Unconditional Offer
2018,Male,MSc Machine Learning,"Korea, Republic of",Rejection
2018,Female,"MSc Computer Graphics, Vision and Imaging",Malaysia,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Financial Risk Management,India,Rejection
2018,Male,MSc Financial Risk Management,Hong Kong,Rejection
2018,Female,MSc Computer Science,China,Conditional Offer
2018,Male,MSc Computational Statistics and Machine Learning,China,Conditional Offer
2018,Male,MSc Information Security,China,Rejection
2018,Male,MSc Software Systems Engineering,China,Unconditional Offer
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Robotics and Computation,China,None
2018,Female,MSc Machine Learning,England,Rejection
2018,Female,MSc Machine Learning,Greece,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,Switzerland,Conditional Offer
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Machine Learning,China,Conditional Offer
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Female,MSc Computational Statistics and Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Machine Learning,Bulgaria,Unconditional Offer
2018,Male,MSc Machine Learning,China,Conditional Offer
2018,Female,MSc Computer Science,China,Conditional Offer
2018,Male,MSc Web Science and Big Data Analytics,England,Rejection
2018,Male,MSc Computational Finance,China,Rejection
2018,Male,MSc Machine Learning,Greece,Unconditional Offer
2018,Male,MSc Financial Risk Management,England,Conditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computational Finance,England,Unconditional Offer
2018,Male,MSc Financial Risk Management,China,Rejection
2018,Male,MSc Computer Science,England,Conditional Offer
2018,Male,MSc Computational Finance,Taiwan,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Machine Learning,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Computer Science,China,Rejection
2018,Male,MSc Robotics and Computation,United States of America,Rejection
2018,Female,MSc Computer Science,China,Conditional Offer
2018,Male,MSc Robotics and Computation,Hong Kong,Rejection
2018,Male,MSc Robotics and Computation,China,Rejection
2018,Female,MSc Computational Finance,England,Rejection
2018,Male,MSc Machine Learning,Netherlands,Rejection
2018,Male,"MSc Computer Graphics, Vision and Imaging",United States of America,Conditional Offer
2018,Male,MSc Financial Risk Management,"Korea, Republic of",Rejection
2018,Female,MSc Financial Risk Management,Japan,Rejection
