CAP_AYRC,CAP_CRSC,STU_GEND,STU_CODC,CAP_IDRC
2018,TMSCOMSCFI01,M,631,UF
2019,TMSCOMSCFI01,M,698,R
2020,TMSCOMSFRM01,F,631,U
2020,TMSCOMSFRM01,F,5826,R
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSING01,M,631,CFUF
2019,TMSCOMSMCL01,M,631,R
2018,TMSCOMSSML01,F,710,R
2019,TMSCOMSFSE01,M,5826,R
2018,TMSCOMSFRM01,F,631,R
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSSML01,M,631,R
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSFRM01,F,631,UF
2020,TMSCOMSCFI01,F,5826,UF
2020,TMSCOMSING01,M,5826,CD
2018,TMSCOMSCFI01,F,698,
2019,TMSCOMSSSE01,M,631,CFUF
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSCGV01,F,631,R
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSFRM01,F,661,R
2018,TMSCOMSCGV01,M,631,R
2018,TMSCOMSFRM01,F,746,R
2019,TMSCOMSINF01,M,5826,UD
2020,TMSCOMSCGV01,M,746,R
2020,TMSCOMSING01,M,728,R
2020,TMSCOMSRAC01,F,631,CD
2020,TMSCOMSRAC01,F,631,R
2019,TMSCOMSCFI01,M,882,CFUF
2020,TMSCOMSCGV01,F,631,R
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSSML01,M,631,R
2020,TMSCOMSCFI01,F,5826,R
2019,TMSCOMSFRM01,M,631,R
2018,TMSCOMSFRM01,M,684,R
2019,TMSCOMSSSE01,F,631,
2020,TMSCOMSING01,M,718,R
2020,TMSCOMSING01,M,631,C
2020,TMSCOMSRAC01,M,631,R
2019,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSMCL01,F,733,R
2019,TMSCOMSINF01,M,708,R
2020,TMSCOMSCFI01,F,631,CFUF
2019,TMSCOMSING01,F,678,R
2018,TMSCOMSINF01,M,733,R
2019,TMSCOMSCFI01,F,5826,R
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSING01,F,882,R
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSCGV01,M,631,UF
2019,TMSCOMSING01,F,5826,
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSFRM01,F,698,R
2020,TMSCOMSSML01,F,698,R
2020,TMSCOMSSML01,F,5826,C
2018,TMSCOMSINF01,M,631,R
2018,TMSCOMSINF01,F,631,R
2020,TMSCOMSFRM01,M,746,U
2018,TMSCOMSFRM01,M,631,R
2018,TMSCOMSING01,M,5826,R
2018,TMSCOMSSSE01,M,631,R
2018,TMSCOMSING01,F,631,CFUF
2020,TMSCOMSSML01,M,631,R
2018,TMSCOMSSML01,F,631,R
2018,TMSCOMSSML01,M,656,R
2020,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSSML01,M,631,R
2020,TMSCOMSSML01,F,631,CF
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSWEB01,M,631,R
2018,TMSCOMSMCL01,M,5826,R
2019,TMSCOMSFRM01,M,631,UD
2020,TMSCOMSING01,M,631,CFUF
2018,TMSCOMSSML01,M,5826,R
2020,TMSCOMSFRM01,F,631,R
2020,TMSCOMSING01,F,631,R
2020,TMSCOMSING01,M,5826,CFUF
2019,TMSCOMSFRM01,M,661,R
2018,TMSCOMSCGV01,M,631,R
2020,TMSCOMSMCL01,M,631,R
2018,TMSCOMSMCL01,F,631,R
2020,TMSCOMSING01,M,631,C
2019,TMSCOMSINF01,M,631,R
2019,TMSCOMSCFI01,F,631,CFUF
2019,TMSCOMSMCL01,M,631,R
2018,TMSCOMSCFI01,F,698,UF
2018,TMSCOMSSSE01,F,631,R
2018,TMSCOMSFRM01,M,631,R
2019,TMSCOMSFRM01,M,631,CD
2020,TMSCOMSRAC01,M,5826,R
2020,TMSCOMSFRM01,M,672,R
2019,TMSCOMSING01,F,5826,R
2020,TMSCOMSCFI01,F,5826,C
2020,TMSCOMSFRM01,F,631,R
2020,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,F,631,UF
2020,TMSCOMSING01,M,767,UD
2020,TMSCOMSINF01,F,631,R
2018,TMSCOMSCGV01,F,717,R
2020,TMSCOMSRAC01,F,5826,R
2018,TMSCOMSMCL01,F,631,R
2018,TMSCOMSMCL01,M,5826,
2018,TMSCOMSCFI01,M,631,C
2018,TMSCOMSING01,F,631,CFUF
2018,TMSCOMSRAC01,M,733,R
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSSSE01,M,771,
2018,TMSCOMSMCL01,M,850,R
2018,TMSCOMSING01,F,631,
2020,TMSCOMSSML01,F,5826,CFUF
2020,TMSCOMSRAC01,M,672,R
2018,TMSCOMSSML01,F,5826,
2018,TMSCOMSWEB01,M,631,UF
2020,TMSCOMSMCL01,M,609,R
2018,TMSCOMSCFI01,M,771,R
2019,TMSCOMSING01,M,631,R
2018,TMSCOMSCFI01,M,672,R
2020,TMSCOMSRAC01,M,626,R
2020,TMSCOMSFRM01,F,5826,CF
2018,TMSCOMSSML01,M,631,CD
2019,TMSCOMSINF01,M,5826,CD
2020,TMSCOMSFSE01,M,733,CFUF
2018,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSING01,F,631,R
2018,TMSCOMSCFI01,F,652,R
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSFRM01,M,721,UF
2018,TMSCOMSSML01,M,631,R
2020,TMSCOMSSSE01,M,631,R
2018,TMSCOMSFRM01,M,674,R
2019,TMSCOMSMCL01,F,631,R
2019,TMSCOMSFRM01,F,631,R
2020,TMSCOMSFRM01,M,631,C
2019,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,M,5826,R
2018,TMSCOMSING01,M,5826,R
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,M,631,R
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSING01,F,631,R
2020,TMSCOMSCFI01,M,631,R
2019,TMSCOMSSML01,M,652,R
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSINF01,M,631,R
2018,TMSCOMSCGV01,M,681,R
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSSML01,F,631,UF
2020,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,M,5826,R
2018,TMSCOMSWEB01,F,631,
2019,TMSCOMSFRM01,M,631,CD
2018,TMSCOMSRAC01,M,661,R
2018,TMSCOMSRAC01,M,746,R
2019,TMSCOMSING01,M,672,C
2019,TMSCOMSING01,F,631,R
2018,TMSCOMSING01,M,5826,CFUF
2020,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSSML01,M,631,CFUF
2018,TMSCOMSCGV01,M,631,C
2020,TMSCOMSSSE01,F,5826,R
2018,TMSCOMSCGV01,F,5826,R
2019,TMSCOMSMCL01,M,672,
2018,TMSCOMSING01,F,672,R
2019,TMSCOMSING01,F,5826,CFUF
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,M,631,R
2019,TMSCOMSMCL01,M,678,R
2019,TMSCOMSCFI01,M,631,UF
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSFRM01,M,672,CD
2020,TMSCOMSRAC01,M,631,R
2020,TMSCOMSING01,F,5826,R
2020,TMSCOMSCFI01,F,631,R
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSFRM01,F,631,CFUF
2018,TMSCOMSSSE01,M,5826,R
2018,TMSCOMSCFI01,M,5826,R
2019,TMSCOMSMCL01,F,672,R
2020,TMSCOMSRAC01,F,681,R
2019,TMSCOMSRAC01,F,750,R
2020,TMSCOMSCGV01,F,631,CD
2020,TMSCOMSCFI01,F,631,R
2020,TMSCOMSING01,M,746,
2020,TMSCOMSING01,M,837,R
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSMCL01,M,631,CF
2018,TMSCOMSSSE01,F,631,R
2018,TMSCOMSFRM01,F,631,R
2018,TMSCOMSING01,M,5826,R
2019,TMSCOMSRAC01,M,631,R
2019,TMSCOMSFRM01,F,631,R
2018,TMSCOMSCFI01,F,631,C
2019,TMSCOMSSML01,M,631,R
2020,TMSCOMSINF01,M,698,R
2019,TMSCOMSFRM01,M,631,R
2020,TMSCOMSFRM01,M,672,R
2018,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSMCL01,F,653,R
2018,TMSCOMSMCL01,F,631,R
2018,TMSCOMSCFI01,F,631,R
2019,TMSCOMSMCL01,M,688,R
2019,TMSCOMSING01,M,631,CFUF
2020,TMSCOMSING01,M,631,CFUF
2018,TMSCOMSSML01,F,5826,R
2019,TMSCOMSING01,F,631,R
2019,TMSCOMSING01,M,631,CFUF
2018,TMSCOMSING01,F,733,R
2020,TMSCOMSFRM01,M,7826,R
2018,TMSCOMSINF01,M,631,R
2020,TMSCOMSINF01,M,631,CD
2019,TMSCOMSMCL01,M,5826,R
2018,TMSCOMSSSE01,F,631,R
2019,TMSCOMSSML01,M,631,CFUF
2018,TMSCOMSCFI01,F,672,R
2019,TMSCOMSSML01,M,672,R
2018,TMSCOMSING01,M,631,UF
2018,TMSCOMSFRM01,M,631,R
2018,TMSCOMSSML01,F,656,R
2018,TMSCOMSFRM01,F,631,R
2018,TMSCOMSCFI01,M,631,R
2020,TMSCOMSING01,M,631,U
2020,TMSCOMSING01,F,678,R
2019,TMSCOMSFRM01,F,849,R
2019,TMSCOMSING01,F,678,R
2018,TMSCOMSING01,M,631,UF
2020,TMSCOMSRAC01,M,631,
2020,TMSCOMSRAC01,F,631,R
2018,TMSCOMSMCL01,M,672,R
2020,TMSCOMSMCL01,M,631,CF
2019,TMSCOMSING01,M,631,CF
2018,TMSCOMSINF01,F,5826,R
2018,TMSCOMSING01,M,5826,CFUF
2020,TMSCOMSSML01,M,631,R
2019,TMSCOMSING01,M,631,R
2020,TMSCOMSING01,M,631,R
2019,TMSCOMSCFI01,M,631,CFUF
2019,TMSCOMSING01,M,717,R
2020,TMSCOMSCGV01,F,631,CFUF
2019,TMSCOMSRAC01,M,631,CFUF
2020,TMSCOMSMCL01,F,5826,CFUF
2020,TMSCOMSFRM01,F,5826,R
2020,TMSCOMSSSE01,M,5826,R
2020,TMSCOMSING01,M,631,C
2019,TMSCOMSING01,F,631,R
2019,TMSCOMSMCL01,M,751,R
2018,TMSCOMSMCL01,M,684,R
2020,TMSCOMSSSE01,M,631,
2018,TMSCOMSFRM01,F,631,CFUF
2020,TMSCOMSMCL01,F,631,R
2018,TMSCOMSRAC01,F,631,R
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSFRM01,F,5826,R
2019,TMSCOMSRAC01,M,631,
2020,TMSCOMSFRM01,F,678,R
2019,TMSCOMSRAC01,M,631,R
2018,TMSCOMSSML01,M,5826,R
2018,TMSCOMSING01,F,631,R
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSFSE01,F,631,R
2019,TMSCOMSFRM01,M,5826,UD
2020,TMSCOMSSSE01,M,621,R
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSCFI01,M,771,R
2019,TMSCOMSDDI19,F,631,R
2018,TMSCOMSING01,F,631,R
2019,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSING01,M,771,R
2019,TMSCOMSINF01,M,631,CF
2019,TMSCOMSING01,F,631,R
2019,TMSCOMSMCL01,F,631,CFUF
2018,TMSCOMSSML01,M,5826,R
2018,TMSCOMSING01,M,653,R
2018,TMSCOMSCGV01,M,631,
2019,TMSCOMSING01,M,750,
2019,TMSCOMSINF01,F,5826,CFUF
2019,TMSCOMSFRM01,F,743,R
2020,TMSCOMSRAC01,M,5826,R
2019,TMSCOMSFRM01,M,677,R
2019,TMSCOMSING01,M,5826,R
2020,TMSCOMSRAC01,F,631,CF
2018,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSSML01,F,631,R
2020,TMSCOMSFRM01,F,631,R
2020,TMSCOMSWEB01,F,631,CFUF
2019,TMSCOMSING01,M,631,R
2018,TMSCOMSCFI01,F,5826,R
2020,TMSCOMSING01,M,631,R
2018,TMSCOMSCFI01,M,631,R
2018,TMSCOMSSML01,F,733,R
2019,TMSCOMSSML01,F,631,R
2020,TMSCOMSCFI01,M,631,
2020,TMSCOMSFRM01,F,631,R
2019,TMSCOMSING01,M,676,R
2019,TMSCOMSING01,F,5826,R
2019,TMSCOMSMCL01,M,631,R
2018,TMSCOMSWEB01,M,631,R
2020,TMSCOMSSML01,F,631,R
2019,TMSCOMSCFI01,F,631,CD
2019,TMSCOMSINF01,M,631,R
2020,TMSCOMSMCL01,M,658,R
2019,TMSCOMSINF01,M,5826,CD
2019,TMSCOMSINF01,M,656,R
2018,TMSCOMSMCL01,M,5826,R
2020,TMSCOMSINF01,M,631,C
2018,TMSCOMSING01,M,631,R
2018,TMSCOMSCFI01,M,614,R
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSCGV01,M,631,R
2020,TMSCOMSFRM01,F,631,R
2019,TMSCOMSCFI01,M,771,R
2019,TMSCOMSCFI01,F,5826,R
2018,TMSCOMSMCL01,M,5826,R
2020,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSCFI01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSMCL01,F,631,CD
2020,TMSCOMSING01,M,733,R
2020,TMSCOMSING01,M,771,R
2018,TMSCOMSCFI01,M,669,R
2020,TMSCOMSMCL01,M,676,R
2020,TMSCOMSSML01,F,5826,R
2020,TMSCOMSMCL01,M,631,
2020,TMSCOMSFRM01,F,631,CD
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSSML01,F,631,R
2020,TMSCOMSINF01,M,5826,R
2020,TMSCOMSMCL01,M,672,R
2018,TMSCOMSFRM01,M,631,R
2020,TMSCOMSCGV01,M,5826,CFUF
2019,TMSCOMSSSE01,M,631,R
2020,TMSCOMSSML01,M,631,R
2019,TMSCOMSSML01,M,631,R
2020,TMSCOMSRAC01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2019,TMSCOMSSML01,F,631,C
2018,TMSCOMSCFI01,M,5826,R
2018,TMSCOMSCFI01,M,631,U
2020,TMSCOMSINF01,M,631,R
2018,TMSCOMSCGV01,M,6826,R
2020,TMSCOMSMCL01,M,5826,R
2020,TMSCOMSFRM01,M,000,R
2018,TMSCOMSING01,F,631,R
2020,TMSCOMSWEB01,F,631,R
2019,TMSCOMSING01,M,833,R
2020,TMSCOMSSSE01,F,631,R
2020,TMSCOMSMCL01,M,5826,R
2018,TMSCOMSRAC01,F,5826,R
2018,TMSCOMSSML01,M,631,CFUF
2020,TMSCOMSFRM01,F,631,R
2019,TMSCOMSRAC01,F,5826,R
2020,TMSCOMSCFI01,F,631,
2020,TMSCOMSING01,M,653,CFUF
2018,TMSCOMSSML01,F,631,CFR
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSFRM01,M,672,CF
2020,TMSCOMSING01,M,631,R
2020,TMSCOMSINF01,F,678,R
2018,TMSCOMSSML01,F,743,R
2020,TMSCOMSMCL01,M,631,R
2019,TMSCOMSRAC01,M,631,UF
2018,TMSCOMSCFI01,M,631,R
2019,TMSCOMSRAC01,M,5826,R
2020,TMSCOMSCFI01,M,631,R
2020,TMSCOMSRAC01,M,653,
2018,TMSCOMSCFI01,M,5826,R
2018,TMSCOMSMCL01,M,5826,C
2020,TMSCOMSSML01,M,631,UF
2018,TMSCOMSSML01,M,656,R
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSCGV01,M,631,R
2018,TMSCOMSING01,M,717,R
2018,TMSCOMSINF01,F,631,R
2019,TMSCOMSCGV01,M,743,R
2018,TMSCOMSRAC01,F,631,R
2020,TMSCOMSCGV01,M,672,R
2018,TMSCOMSSML01,F,5826,R
2018,TMSCOMSSML01,F,631,R
2020,TMSCOMSING01,F,653,R
2020,TMSCOMSMCL01,M,631,UF
2018,TMSCOMSING01,M,631,C
2020,TMSCOMSFRM01,F,631,R
2019,TMSCOMSCFI01,M,631,R
2019,TMSCOMSING01,F,631,R
2020,TMSCOMSSML01,M,631,CF
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSFRM01,M,688,R
2018,TMSCOMSING01,M,672,R
2018,TMSCOMSCGV01,M,631,R
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSWEB01,F,661,R
2020,TMSCOMSSSE01,M,882,R
2019,TMSCOMSMCL01,F,631,R
2019,TMSCOMSMCL01,M,672,R
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSING01,F,631,R
2019,TMSCOMSMCL01,F,746,R
2020,TMSCOMSMCL01,M,661,R
2018,TMSCOMSINF01,F,631,R
2019,TMSCOMSSML01,M,656,R
2020,TMSCOMSING01,M,5826,CF
2019,TMSCOMSFRM01,M,882,R
2018,TMSCOMSCGV01,M,5826,UD
2019,TMSCOMSFRM01,M,631,R
2019,TMSCOMSSML01,F,5826,R
2020,TMSCOMSRAC01,M,631,R
2019,TMSCOMSSSE01,M,631,R
2019,TMSCOMSING01,F,5826,R
2020,TMSCOMSRAC01,M,631,CFUF
2018,TMSCOMSFRM01,M,631,R
2019,TMSCOMSCFI01,M,661,CF
2019,TMSCOMSING01,F,631,R
2018,TMSCOMSFRM01,F,756,R
2019,TMSCOMSFRM01,F,672,R
2018,TMSCOMSSSE01,M,631,CF
2020,TMSCOMSING01,M,672,R
2020,TMSCOMSSML01,M,631,R
2019,TMSCOMSRAC01,M,631,CF
2019,TMSCOMSRAC01,M,656,R
2020,TMSCOMSING01,M,5826,R
2020,TMSCOMSCGV01,M,631,R
2019,TMSCOMSFRM01,M,631,R
2018,TMSCOMSFRM01,M,760,U
2018,TMSCOMSING01,M,842,R
2020,TMSCOMSCFI01,F,631,R
2019,TMSCOMSCGV01,M,631,R
2018,TMSCOMSMCL01,F,631,R
2018,TMSCOMSFRM01,F,672,R
2019,TMSCOMSFRM01,F,631,CFUF
2020,TMSCOMSRAC01,M,631,CFUF
2020,TMSCOMSMCL01,M,631,R
2018,TMSCOMSING01,F,5826,R
2020,TMSCOMSINF01,M,746,R
2018,TMSCOMSSML01,F,631,R
2019,TMSCOMSMCL01,M,698,R
2019,TMSCOMSFRM01,F,619,R
2019,TMSCOMSINF01,M,631,R
2020,TMSCOMSFRM01,M,5826,CFUF
2020,TMSCOMSFRM01,M,631,
2019,TMSCOMSFRM01,F,631,R
2020,TMSCOMSMCL01,F,631,R
2018,TMSCOMSCGV01,M,631,C
2020,TMSCOMSFRM01,M,631,R
2019,TMSCOMSING01,M,766,R
2018,TMSCOMSFRM01,F,631,R
2019,TMSCOMSMCL01,M,842,R
2020,TMSCOMSRAC01,M,5826,
2019,TMSCOMSRAC01,M,669,R
2020,TMSCOMSRAC01,M,5826,R
2020,TMSCOMSSML01,M,631,CFUF
2018,TMSCOMSWEB01,M,5826,R
2020,TMSCOMSSSE01,M,653,R
2018,TMSCOMSRAC01,M,5826,R
2019,TMSCOMSCGV01,M,673,R
2018,TMSCOMSSSE01,M,631,R
2018,TMSCOMSINF01,M,5826,R
2020,TMSCOMSCGV01,F,631,R
2018,TMSCOMSMCL01,M,5826,U
2018,TMSCOMSING01,F,7826,R
2020,TMSCOMSCFI01,M,631,CD
2018,TMSCOMSFRM01,M,631,R
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSFRM01,M,631,R
2018,TMSCOMSFRM01,M,672,CF
2020,TMSCOMSSSE01,M,5826,CFUF
2020,TMSCOMSINF01,F,731,R
2019,TMSCOMSRAC01,M,631,R
2020,TMSCOMSING01,M,849,R
2020,TMSCOMSCFI01,M,631,CFUF
2019,TMSCOMSMCL01,M,631,CFUF
2018,TMSCOMSING01,M,631,
2020,TMSCOMSRAC01,M,5826,UF
2019,TMSCOMSING01,M,631,R
2018,TMSCOMSMCL01,M,631,R
2019,TMSCOMSSML01,F,756,R
2019,TMSCOMSSSE01,M,631,CFUF
2020,TMSCOMSCGV01,M,672,R
2020,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSCFI01,F,661,R
2020,TMSCOMSCGV01,M,5826,CF
2020,TMSCOMSCFI01,F,631,R
2019,TMSCOMSFRM01,M,5826,R
2020,TMSCOMSFRM01,M,631,R
2020,TMSCOMSMCL01,M,5826,C
2020,TMSCOMSCFI01,F,631,C
2020,TMSCOMSING01,M,631,R
2020,TMSCOMSCFI01,M,768,R
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSING01,F,5826,CF
2018,TMSCOMSFRM01,M,774,CFUF
2020,TMSCOMSRAC01,M,656,UF
2020,TMSCOMSINF01,F,631,R
2018,TMSCOMSING01,M,661,R
2019,TMSCOMSSSE01,M,631,C
2020,TMSCOMSING01,M,5826,R
2018,TMSCOMSMCL01,M,631,R
2019,TMSCOMSRAC01,F,631,R
2019,TMSCOMSRAC01,M,631,R
2018,TMSCOMSCFI01,M,673,R
2018,TMSCOMSRAC01,M,746,R
2018,TMSCOMSING01,M,631,R
2018,TMSCOMSFRM01,M,653,R
2019,TMSCOMSINF01,M,631,R
2020,TMSCOMSINF01,M,631,R
2019,TMSCOMSFRM01,M,672,R
2019,TMSCOMSFSE01,F,746,R
2018,TMSCOMSCFI01,M,631,R
2019,TMSCOMSSSE01,M,631,
2019,TMSCOMSSML01,M,631,R
2020,TMSCOMSRAC01,F,631,CF
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSMCL01,M,5826,CFUF
2020,TMSCOMSING01,M,626,CD
2019,TMSCOMSCFI01,F,678,R
2020,TMSCOMSSSE01,F,882,R
2020,TMSCOMSMCL01,F,631,R
2020,TMSCOMSMCL01,M,631,CF
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSINF01,M,631,R
2019,TMSCOMSCFI01,M,631,R
2020,TMSCOMSCFI01,F,5826,R
2020,TMSCOMSFRM01,M,672,R
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSSML01,M,631,R
2018,TMSCOMSMCL01,M,746,CFUF
2019,TMSCOMSFRM01,M,746,R
2020,TMSCOMSFRM01,M,631,UF
2020,TMSCOMSMCL01,M,698,UF
2018,TMSCOMSCGV01,F,5826,R
2018,TMSCOMSINF01,F,5826,R
2019,TMSCOMSMCL01,F,631,R
2020,TMSCOMSWEB01,F,698,R
2019,TMSCOMSFRM01,M,5826,R
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSINF01,M,882,CFR
2018,TMSCOMSINF01,M,631,
2018,TMSCOMSING01,M,669,R
2019,TMSCOMSING01,M,631,
2019,TMSCOMSFRM01,M,631,UF
2018,TMSCOMSCGV01,M,631,R
2020,TMSCOMSRAC01,M,631,R
2018,TMSCOMSWEB01,M,631,R
2019,TMSCOMSSML01,F,631,R
2020,TMSCOMSING01,F,726,
2020,TMSCOMSMCL01,M,672,R
2018,TMSCOMSSML01,M,672,R
2020,TMSCOMSINF01,M,631,C
2019,TMSCOMSCFI01,F,631,
2019,TMSCOMSING01,M,631,C
2018,TMSCOMSMCL01,F,631,R
2018,TMSCOMSSML01,F,5826,
2020,TMSCOMSWEB01,M,746,CFUF
2020,TMSCOMSING01,F,669,R
2019,TMSCOMSING01,M,652,R
2018,TMSCOMSSML01,F,631,UF
2020,TMSCOMSCFI01,M,626,R
2018,TMSCOMSRAC01,F,631,R
2019,TMSCOMSINF01,M,631,R
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSRAC01,M,631,
2020,TMSCOMSCGV01,M,5826,R
2019,TMSCOMSMCL01,M,771,R
2020,TMSCOMSSML01,M,631,R
2018,TMSCOMSSML01,M,631,R
2020,TMSCOMSSML01,M,631,CF
2020,TMSCOMSFRM01,M,631,R
2019,TMSCOMSING01,M,882,R
2020,TMSCOMSMCL01,M,631,R
2018,TMSCOMSMCL01,F,631,R
2020,TMSCOMSING01,M,653,R
2019,TMSCOMSINF01,F,631,R
2018,TMSCOMSCFI01,M,5826,R
2019,TMSCOMSING01,M,5826,
2019,TMSCOMSSML01,F,764,R
2018,TMSCOMSFRM01,M,631,R
2019,TMSCOMSCFI01,F,631,CD
2019,TMSCOMSMCL01,M,631,C
2020,TMSCOMSCFI01,M,661,R
2018,TMSCOMSSML01,F,743,R
2018,TMSCOMSING01,M,5826,R
2019,TMSCOMSINF01,M,5826,R
2020,TMSCOMSING01,M,631,R
2018,TMSCOMSFRM01,M,631,CFUF
2018,TMSCOMSINF01,M,5826,R
2019,TMSCOMSCGV01,F,684,C
2020,TMSCOMSSML01,M,5826,CFUF
2019,TMSCOMSINF01,M,672,R
2020,TMSCOMSING01,F,882,U
2019,TMSCOMSING01,M,631,R
2019,TMSCOMSINF01,F,683,UF
2018,TMSCOMSCFI01,M,631,R
2020,TMSCOMSWEB01,M,631,CFUF
2020,TMSCOMSING01,M,652,UF
2020,TMSCOMSSML01,F,631,CF
2018,TMSCOMSSML01,F,5826,R
2018,TMSCOMSMCL01,M,631,CFUF
2019,TMSCOMSSML01,M,5826,
2020,TMSCOMSRAC01,M,631,R
2020,TMSCOMSSML01,M,764,R
2020,TMSCOMSINF01,F,631,R
2018,TMSCOMSCFI01,M,631,UF
2020,TMSCOMSFRM01,F,631,R
2020,TMSCOMSFRM01,M,631,C
2018,TMSCOMSFRM01,M,669,R
2018,TMSCOMSFRM01,M,631,C
2020,TMSCOMSSML01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSINF01,M,5826,CF
2018,TMSCOMSFRM01,M,733,R
2020,TMSCOMSSSE01,M,756,CD
2020,TMSCOMSFRM01,M,631,C
2019,TMSCOMSRAC01,M,631,
2020,TMSCOMSINF01,M,631,R
2020,TMSCOMSING01,M,882,CFUF
2020,TMSCOMSING01,F,631,
2019,TMSCOMSCFI01,M,5826,R
2020,TMSCOMSING01,F,631,R
2020,TMSCOMSSML01,M,631,C
2019,TMSCOMSING01,M,631,R
2020,TMSCOMSFRM01,F,631,R
2019,TMSCOMSFRM01,F,631,R
2019,TMSCOMSSML01,M,672,R
2019,TMSCOMSSML01,M,746,C
2020,TMSCOMSMCL01,M,631,R
2019,TMSCOMSMCL01,M,631,R
2020,TMSCOMSINF01,F,710,R
2020,TMSCOMSFRM01,M,5826,R
2019,TMSCOMSFRM01,M,631,CFUF
2018,TMSCOMSFRM01,M,631,R
2018,TMSCOMSING01,M,631,R
2020,TMSCOMSMCL01,F,5826,R
2019,TMSCOMSCGV01,M,5826,R
2020,TMSCOMSCFI01,F,631,R
2018,TMSCOMSMCL01,O,733,R
2019,TMSCOMSDDI19,F,631,R
2018,TMSCOMSFRM01,F,710,R
2019,TMSCOMSFRM01,F,631,CFUF
2018,TMSCOMSFRM01,M,656,R
2019,TMSCOMSSSE01,M,764,R
2018,TMSCOMSMCL01,M,631,R
2020,TMSCOMSMCL01,M,631,R
2020,TMSCOMSMCL01,F,631,CD
2020,TMSCOMSFRM01,F,5826,R
2019,TMSCOMSCFI01,M,631,R
2019,TMSCOMSCFI01,M,631,R
2020,TMSCOMSSML01,M,682,R
2020,TMSCOMSFRM01,M,771,CFUF
2018,TMSCOMSMCL01,M,631,R
2018,TMSCOMSING01,F,631,
2020,TMSCOMSCGV01,M,653,R
2018,TMSCOMSCFI01,M,5826,CFUF
2018,TMSCOMSRAC01,M,631,R
2018,TMSCOMSCFI01,M,5826,R
2019,TMSCOMSINF01,F,631,R
2019,TMSCOMSRAC01,M,631,
2019,TMSCOMSCFI01,M,631,R
2018,TMSCOMSFRM01,F,631,UF
2018,TMSCOMSING01,F,5826,R
2018,TMSCOMSCFI01,M,8826,R
2020,TMSCOMSRAC01,F,631,R
2018,TMSCOMSING01,M,631,R
2019,TMSCOMSSML01,F,631,
2020,TMSCOMSMCL01,M,631,U
